epoch,train_loss,val_loss,train_mse,train_rmse,train_mae,train_pcc,train_r2,val_mse,val_rmse,val_mae,val_pcc,val_r2
1,0.9048562169075012,0.6387453675270081,0.8167327046394348,0.800285816192627,0.7776921391487122,0.03267977014183998,-28.29648208618164,0.5814214944839478,0.6281890273094177,0.6165367960929871,0.3847495913505554,-28.33222198486328
2,0.4634642586112022,0.2543713798125585,0.40764254331588745,0.5095759034156799,0.476194828748703,0.03336815908551216,-13.622278213500977,0.20035238564014435,0.36976495385169983,0.3524090647697449,0.45318403840065,-9.107605934143066
3,0.16490155830979347,0.1274904857079188,0.1282818615436554,0.31243911385536194,0.2805531620979309,0.05422016605734825,-3.601515769958496,0.0809616893529892,0.25149640440940857,0.22706057131290436,0.5614535212516785,-3.08444881439209
4,0.11682265773415565,0.11595379809538524,0.08686282485723495,0.25038695335388184,0.2224782556295395,0.33839648962020874,-2.1157994270324707,0.07551324367523193,0.23205316066741943,0.20977739989757538,0.6138496398925781,-2.8095786571502686
5,0.10391553565859794,0.10354370375474294,0.08112360537052155,0.24290786683559418,0.2160176932811737,0.5497332215309143,-1.9099321365356445,0.0706411823630333,0.22806823253631592,0.20603923499584198,0.6895720362663269,-2.5637874603271484
6,0.09512100256979465,0.09863356500864029,0.07566429674625397,0.23406267166137695,0.20740728080272675,0.6381672620773315,-1.714104175567627,0.06568019837141037,0.22103404998779297,0.19876697659492493,0.6930782198905945,-2.3135104179382324
7,0.08538251966238022,0.08708439519008,0.06825556606054306,0.22224478423595428,0.19595074653625488,0.6324524879455566,-1.4483509063720703,0.057315677404403687,0.201531320810318,0.18065008521080017,0.7168158888816833,-1.8915271759033203
8,0.07450527921319008,0.07602274790406227,0.05918097123503685,0.21096205711364746,0.18185031414031982,0.5327515006065369,-1.1228420734405518,0.0465816967189312,0.19587858021259308,0.1726749688386917,0.72027587890625,-1.3500070571899414
9,0.057461956329643724,0.0616342176993688,0.04280325770378113,0.1801266223192215,0.1511060893535614,0.5969398617744446,-0.5353673696517944,0.02941782772541046,0.14983370900154114,0.1247885674238205,0.7149187326431274,-0.4841043949127197
10,0.0443436655215919,0.047678531457980476,0.029061174020171165,0.1490863710641861,0.11726918071508408,0.5314248204231262,-0.04243457317352295,0.020726649090647697,0.12307959794998169,0.09832613915205002,0.756019651889801,-0.04564177989959717
11,0.03719875710085034,0.04385639230410258,0.02354680933058262,0.13190707564353943,0.10244248062372208,0.6756277680397034,0.15536773204803467,0.01812867633998394,0.11042027175426483,0.0892828106880188,0.770053505897522,0.08542364835739136
12,0.03779961252585053,0.045534672836462654,0.022747131064534187,0.131478950381279,0.10146572440862656,0.6801609396934509,0.18405234813690186,0.017800016328692436,0.10651600360870361,0.08796225488185883,0.7536011934280396,0.10200440883636475
13,0.034304939396679404,0.04669469905396303,0.021778300404548645,0.12904420495033264,0.09980588406324387,0.6985306739807129,0.21880489587783813,0.018545616418123245,0.10952330380678177,0.08639901876449585,0.757285475730896,0.06438940763473511
14,0.03347034603357315,0.046344608068466187,0.020872866734862328,0.1279163509607315,0.09794392436742783,0.7471551895141602,0.2512829303741455,0.01898171938955784,0.12121685594320297,0.09636221081018448,0.7617357969284058,0.0423884391784668
15,0.03093011137098074,0.04790232206384341,0.02002275362610817,0.1236916184425354,0.09508173167705536,0.7929574847221375,0.2817767262458801,0.020619992166757584,0.11489062756299973,0.09390811622142792,0.7639765739440918,-0.040261030197143555
16,0.033107372280210254,0.052399309972922005,0.021741045638918877,0.13489532470703125,0.10552168637514114,0.7258871793746948,0.22014111280441284,0.024426622316241264,0.14846089482307434,0.12278970330953598,0.7574566602706909,-0.23230218887329102
17,0.032226616889238356,0.04926855613787969,0.022380223497748375,0.13899163901805878,0.10688326507806778,0.7143707275390625,0.19721359014511108,0.0215108972042799,0.1272999793291092,0.09869915246963501,0.7540978789329529,-0.08520638942718506
18,0.030163904931396247,0.04507808076838652,0.020107923075556755,0.12666048109531403,0.09795522689819336,0.7499901652336121,0.2787216901779175,0.01701192371547222,0.10822031646966934,0.08497107774019241,0.750384509563446,0.14176297187805176
19,0.032734251394867894,0.05036752795179685,0.022144479677081108,0.13958728313446045,0.10730470716953278,0.7373011708259583,0.20566976070404053,0.021633606404066086,0.13667592406272888,0.11394136399030685,0.7475423216819763,-0.09139704704284668
20,0.030927780270576476,0.04787150025367737,0.02033328451216221,0.13281472027301788,0.10166273266077042,0.7599042057991028,0.2706379294395447,0.02048582211136818,0.13652797043323517,0.11515253037214279,0.7566853165626526,-0.033492207527160645
21,0.03060345780104399,0.04346000216901302,0.019724057987332344,0.13117097318172455,0.10150986164808273,0.7843278646469116,0.29249101877212524,0.016466856002807617,0.10480111092329025,0.0797220915555954,0.7663878202438354,0.1692611575126648
22,0.03098792741075158,0.041911027704675995,0.01939065381884575,0.12956392765045166,0.1001584380865097,0.7815008759498596,0.3044503927230835,0.014452955685555935,0.0979388877749443,0.07664623111486435,0.7601900696754456,0.2708607316017151
23,0.032970331609249115,0.05296411489446958,0.02237607166171074,0.1422002911567688,0.11053937673568726,0.703468382358551,0.19736254215240479,0.02462439425289631,0.14574377238750458,0.12546706199645996,0.7570652961730957,-0.2422797679901123
24,0.030651646479964257,0.0446216327448686,0.019917409867048264,0.13154162466526031,0.10247962176799774,0.7573373913764954,0.28555548191070557,0.015987981110811234,0.10507803410291672,0.0843680277466774,0.7532792091369629,0.1934199333190918
25,0.02727965437807143,0.043991457050045334,0.01728733815252781,0.11987435817718506,0.0915961042046547,0.8349982500076294,0.3798971176147461,0.016351642087101936,0.10750610381364822,0.08310548961162567,0.7542209625244141,0.1750737428665161
26,0.027580022532492875,0.044751026978095375,0.018061984330415726,0.12640704214572906,0.0970296636223793,0.808302104473114,0.35211026668548584,0.017266931012272835,0.12098866701126099,0.09539507329463959,0.7599547505378723,0.128898024559021
27,0.03744136402383447,0.0808831217388312,0.02726990543305874,0.1590038537979126,0.12470255047082901,0.6739009022712708,0.021818935871124268,0.05515192821621895,0.21629658341407776,0.19905158877372742,0.7625831365585327,-1.78236722946167
28,0.040675636287778615,0.047903859366973243,0.031310539692640305,0.17206357419490814,0.13709832727909088,0.6557407379150391,-0.12312006950378418,0.02047598361968994,0.13814131915569305,0.11423861235380173,0.7634348273277283,-0.03299605846405029
29,0.027872572373598813,0.0458004946509997,0.017188074067234993,0.12472455948591232,0.0950823500752449,0.8125947713851929,0.3834577798843384,0.018717067316174507,0.12590539455413818,0.10206995904445648,0.7629004120826721,0.0557398796081543
30,0.02574555790051818,0.04408123902976513,0.015803638845682144,0.11891871690750122,0.09186912328004837,0.8308616876602173,0.4331180453300476,0.01713046431541443,0.10643081367015839,0.0814521312713623,0.7664560675621033,0.13578259944915771
31,0.026635341253131627,0.041814759373664856,0.017426900565624237,0.12601543962955475,0.09694148600101471,0.8304393887519836,0.3748910427093506,0.01568634621798992,0.11394403874874115,0.09303538501262665,0.7731397747993469,0.2086370587348938
32,0.024836263619363308,0.04052454046905041,0.015270221047103405,0.11690925061702728,0.08959329128265381,0.8438349366188049,0.4522519111633301,0.01444861851632595,0.1042088195681572,0.08100694417953491,0.7711774110794067,0.27107948064804077
33,0.02950129983946681,0.0628803347547849,0.01998426951467991,0.1365462839603424,0.10751114040613174,0.7574554085731506,0.2831573486328125,0.03593015670776367,0.18535371124744415,0.16993801295757294,0.7664514183998108,-0.8126457929611206
34,0.03169743921607733,0.03980184656878313,0.021266134455800056,0.14155913889408112,0.11004071682691574,0.7700480222702026,0.23717635869979858,0.013073735870420933,0.09466397017240524,0.0744379535317421,0.7724556922912598,0.34044116735458374
35,0.026938450708985328,0.04193122933308283,0.01726551353931427,0.12659302353858948,0.09828849881887436,0.8136353492736816,0.3806799054145813,0.014485867694020271,0.10584240406751633,0.08040276914834976,0.7657284140586853,0.2692003846168518
36,0.0242430979385972,0.04185295725862185,0.014556130394339561,0.11488667875528336,0.08850330114364624,0.8489007353782654,0.4778664708137512,0.013961796648800373,0.09971742331981659,0.07582584768533707,0.7631198167800903,0.2956392168998718
37,0.024509214516729116,0.04781429469585419,0.014499999582767487,0.11492335051298141,0.08878728002309799,0.8499143719673157,0.4798799753189087,0.019764035940170288,0.13464157283306122,0.10881930589675903,0.759396493434906,0.00292128324508667
38,0.028486146498471497,0.04537839318315188,0.019322482869029045,0.13448797166347504,0.10550574213266373,0.8063735365867615,0.30689579248428345,0.018345531076192856,0.12489606440067291,0.10220829397439957,0.7625289559364319,0.07448357343673706
39,0.025382506381720304,0.04198776806394259,0.01589135453104973,0.121513731777668,0.09411197900772095,0.8088945746421814,0.4299715757369995,0.014748454093933105,0.10603360086679459,0.08573395758867264,0.7638830542564392,0.2559530735015869
40,0.0239532389678061,0.04040037840604782,0.01402464509010315,0.11372653394937515,0.0883188471198082,0.8549219369888306,0.49693113565444946,0.013600927777588367,0.10086654126644135,0.07892521470785141,0.7674582600593567,0.31384479999542236
41,0.024338054936379194,0.04374255860845248,0.014772288501262665,0.11642958223819733,0.08860427141189575,0.8435930609703064,0.4701129198074341,0.018213054165244102,0.13052688539028168,0.11029255390167236,0.7719534635543823,0.08116692304611206
42,0.030394523963332178,0.058980878442525864,0.021036451682448387,0.14065560698509216,0.11270906031131744,0.7521595358848572,0.2454150915145874,0.03328530117869377,0.17841103672981262,0.15182748436927795,0.7746421694755554,-0.6792153120040894
43,0.026986708026379348,0.04086575595041116,0.016472209244966507,0.12465619295835495,0.09562499821186066,0.7878058552742004,0.4091360569000244,0.015436927787959576,0.10465698689222336,0.07981736212968826,0.7762237191200256,0.2212201952934265
44,0.021597353694960474,0.03961026109755039,0.012461496517062187,0.10672441869974136,0.0825006291270256,0.893099844455719,0.55300173163414,0.013785652816295624,0.10515414923429489,0.08700220286846161,0.7708049416542053,0.3045254945755005
45,0.025891110580414534,0.04351289321978887,0.01654442958533764,0.12475385516881943,0.09637089818716049,0.8235633969306946,0.40654563903808594,0.017377721145749092,0.11163157969713211,0.08254869282245636,0.7750844955444336,0.12330889701843262
46,0.022640643175691366,0.03840943984687328,0.013639936223626137,0.11247297376394272,0.0872354507446289,0.8685371279716492,0.5107307732105255,0.012782248668372631,0.09312020242214203,0.0744306817650795,0.7787900567054749,0.3551463484764099
47,0.023198269493877887,0.03849551950891813,0.013234740123152733,0.11043540388345718,0.08454389870166779,0.8619202971458435,0.5252653062343597,0.01244144607335329,0.09322727471590042,0.07191333919763565,0.7772372364997864,0.37233966588974
48,0.024540472961962222,0.041855848083893456,0.015180276706814766,0.11966981738805771,0.09354440122842789,0.8291719555854797,0.45547813177108765,0.01523169968277216,0.11345775425434113,0.0918913260102272,0.7753528356552124,0.23157382011413574
49,0.022611760813742877,0.03898180772860845,0.013639457523822784,0.11320925503969193,0.08793562650680542,0.8836793303489685,0.5107479691505432,0.01252862811088562,0.09502451866865158,0.07504729181528091,0.7719994783401489,0.3679414391517639
50,0.02646206393837929,0.04004460324843725,0.017454298213124275,0.12934871017932892,0.10271094739437103,0.7985115647315979,0.3739083409309387,0.01382674090564251,0.10032225400209427,0.07627059519290924,0.7773910760879517,0.30245262384414673
51,0.02444994878023863,0.04161048928896586,0.01461113803088665,0.1173214316368103,0.09029270708560944,0.8277149796485901,0.47589337825775146,0.015678925439715385,0.1186617761850357,0.1003369465470314,0.7737180590629578,0.20901167392730713
52,0.021961810160428287,0.04001016169786453,0.012753410264849663,0.10904932767152786,0.08396953344345093,0.8931283950805664,0.542530745267868,0.013572671450674534,0.0973869040608406,0.0724603682756424,0.7739818692207336,0.31527024507522583
53,0.021603458374738694,0.04141761859258016,0.01290307380259037,0.1097937822341919,0.08471911400556564,0.883697509765625,0.5371622741222382,0.01487398985773325,0.10917023569345474,0.0859716534614563,0.7746456861495972,0.24961990118026733
54,0.022035331139340995,0.04021647075812022,0.012884331867098808,0.10947015136480331,0.08356742560863495,0.865916907787323,0.5378345549106598,0.0130931306630373,0.09564394503831863,0.0726546049118042,0.7651715874671936,0.3394626975059509
55,0.023607837036252022,0.04224310194452604,0.013985655270516872,0.1155790463089943,0.08884091675281525,0.8431850075721741,0.49832969903945923,0.015654440969228745,0.11271142214536667,0.08711253106594086,0.7710638642311096,0.210246741771698
56,0.022576742991805076,0.03834071879585584,0.012059456668794155,0.10596822947263718,0.0814632773399353,0.8847188949584961,0.5674230456352234,0.01301681250333786,0.1015293076634407,0.080409936606884,0.7801958918571472,0.34331291913986206
57,0.021769770421087742,0.03746618454655012,0.012807130813598633,0.11001583188772202,0.08399586379528046,0.869746744632721,0.5406038165092468,0.012231478467583656,0.09338115900754929,0.0718473568558693,0.7825807929039001,0.38293230533599854
58,0.021526451874524354,0.03702100490530332,0.011470384895801544,0.10348527133464813,0.07999170571565628,0.8957556486129761,0.588553249835968,0.01196470856666565,0.09013079106807709,0.06944512575864792,0.780401349067688,0.3963906168937683
59,0.021165979839861394,0.038383047406872116,0.011358058080077171,0.1032448559999466,0.07821518927812576,0.8946509957313538,0.5925825238227844,0.012905473820865154,0.0985591858625412,0.07694341242313385,0.7772828936576843,0.34892988204956055
60,0.021296619763597847,0.037795831759770714,0.012064228765666485,0.10644768923521042,0.08253644406795502,0.8936151266098022,0.5672519505023956,0.012513294816017151,0.09409364312887192,0.07066648453474045,0.7757992148399353,0.36871492862701416
61,0.02093577841296792,0.037714216858148575,0.011515301652252674,0.10398606210947037,0.07961869239807129,0.8777201771736145,0.5869420766830444,0.012325461022555828,0.09138638526201248,0.06901075690984726,0.7803086638450623,0.3781909942626953
