epoch,RGBVI,WI,ExB,COM,GreenCoverage,bn,IPCA,NDI
1,-36.669681549072266,-15.686468124389648,-13.281387329101562,-34.18632888793945,-29.99122428894043,-3.6743526458740234,-0.7246671915054321,-39.355316162109375
2,-13.575726509094238,-6.16196870803833,-5.310454845428467,-12.470808029174805,-10.559663772583008,-1.5517609119415283,-0.5199064016342163,-14.121564865112305
3,-4.758716106414795,-1.823800802230835,-1.8465745449066162,-5.080053806304932,-3.0545778274536133,-0.554472804069519,-0.49858415126800537,-4.837249279022217
4,-4.50509786605835,-1.782778263092041,-1.7847516536712646,-4.701886177062988,-2.8221676349639893,-0.537704586982727,-0.5085022449493408,-4.615086555480957
5,-4.052677154541016,-1.617429256439209,-1.633366584777832,-4.234731674194336,-2.474407434463501,-0.5002652406692505,-0.45182526111602783,-4.188049793243408
6,-3.5790328979492188,-1.4430952072143555,-1.4486169815063477,-3.7718348503112793,-2.2030913829803467,-0.4616048336029053,-0.5369548797607422,-3.7708029747009277
7,-2.9782135486602783,-1.2484519481658936,-1.2442529201507568,-3.1247448921203613,-1.8438878059387207,-0.45652079582214355,-0.38823211193084717,-3.2022337913513184
8,-2.2608206272125244,-1.2681403160095215,-1.2534289360046387,-2.412794828414917,-1.5630099773406982,-0.4763956069946289,-0.6309772729873657,-2.418031692504883
9,-0.780879020690918,-0.5214993953704834,-0.5070339441299438,-0.9913740158081055,-0.713779091835022,-0.2759408950805664,-0.24281978607177734,-1.0813369750976562
10,-0.04012143611907959,-0.13955295085906982,-0.12239670753479004,-0.3552805185317993,-0.40622520446777344,-0.15317988395690918,-0.2071230411529541,-0.17049932479858398
11,0.03576469421386719,0.024408042430877686,0.028643786907196045,-0.0742025375366211,-0.12065637111663818,-0.1934516429901123,-0.01853632926940918,0.039061546325683594
12,0.1783251166343689,0.1250496506690979,0.15360331535339355,0.1006847620010376,0.08174395561218262,0.0822175145149231,-0.005863070487976074,0.031065702438354492
13,0.15751224756240845,0.12327581644058228,0.11412912607192993,0.12850868701934814,0.019191205501556396,0.06034350395202637,0.0068749189376831055,0.13705825805664062
14,0.1604411005973816,0.21635305881500244,0.2023964524269104,0.09631359577178955,0.07216215133666992,0.10444986820220947,0.04581749439239502,0.03169834613800049
15,0.24736803770065308,0.21004080772399902,0.18441718816757202,0.19600486755371094,0.18289077281951904,0.14503157138824463,-0.018936872482299805,0.21755832433700562
16,0.22418183088302612,0.25501471757888794,0.25757092237472534,0.1859884262084961,0.1770051121711731,0.11533385515213013,0.13216519355773926,0.13124704360961914
17,0.2235783338546753,0.16615056991577148,0.21003031730651855,0.10249745845794678,0.04619115591049194,0.19165855646133423,0.13553661108016968,0.14496135711669922
18,-0.24935507774353027,-0.28341197967529297,-0.21504616737365723,0.08435052633285522,-0.08682107925415039,0.05913287401199341,-0.16898572444915771,0.0009032487869262695
19,0.2904743552207947,0.26371848583221436,0.2519909143447876,0.24267971515655518,0.1630622148513794,0.1720186471939087,0.13362210988998413,0.22668427228927612
20,0.11566650867462158,0.25146448612213135,0.24793177843093872,0.182600736618042,0.07030528783798218,0.2697029709815979,0.05517542362213135,0.26123082637786865
21,0.3030232787132263,0.11862307786941528,-0.09429597854614258,0.2075744867324829,-0.42600929737091064,0.28581666946411133,0.11631745100021362,-1.2443292140960693
22,0.3088563084602356,0.3408464789390564,0.3376883864402771,0.1455146074295044,-0.9027576446533203,0.29147452116012573,0.055629730224609375,-0.24034035205841064
23,-0.05743741989135742,0.23191571235656738,0.23399418592453003,-0.1435871124267578,-0.3625757694244385,0.30236124992370605,0.176824688911438,-0.07646059989929199
24,0.23319095373153687,0.25167590379714966,0.26187336444854736,0.14339196681976318,0.1599717140197754,0.19589132070541382,0.18028247356414795,0.1797417402267456
25,-0.17943167686462402,0.2062174677848816,0.1998491883277893,-0.014183402061462402,-0.019484639167785645,0.19905990362167358,0.16519922018051147,0.0571635365486145
26,0.22167104482650757,0.2519398331642151,0.23164772987365723,-0.022205471992492676,-0.11684954166412354,0.16005301475524902,0.18181073665618896,0.23512083292007446
27,0.25570929050445557,0.2728550434112549,0.28233951330184937,-0.20784032344818115,-0.13298022747039795,0.2830124497413635,0.11178523302078247,0.2827610969543457
28,0.30732232332229614,0.2862616181373596,0.2669721245765686,0.15988194942474365,0.12110906839370728,0.30803436040878296,0.14432281255722046,0.2870436906814575
29,0.24406492710113525,0.3308037519454956,0.32267385721206665,0.2861444354057312,0.21947604417800903,0.33221501111984253,0.20674854516983032,0.1714298129081726
