epoch,RGBVI,WI,ExB,COM,GreenCoverage,bn,IPCA,NDI
1,0.2687526047229767,0.3373640477657318,0.3453311622142792,0.20960235595703125,0.39705830812454224,0.39347633719444275,0.39281558990478516,0.3139057457447052
2,0.3940012753009796,0.4788247048854828,0.4234486520290375,0.3602089285850525,0.4796660840511322,0.5518707036972046,0.4918329417705536,0.35499757528305054
3,0.46520426869392395,0.5605043172836304,0.5518644452095032,0.41426610946655273,0.5545369386672974,0.6141575574874878,0.5868183374404907,0.4212566018104553
4,0.5268592834472656,0.6287655234336853,0.6027244925498962,0.5108346939086914,0.640469491481781,0.6760069131851196,0.6926844716072083,0.4992411136627197
5,0.5683605074882507,0.6621278524398804,0.6538439393043518,0.5229261517524719,0.6492257118225098,0.6818508505821228,0.6205982565879822,0.5450567007064819
6,0.6543785929679871,0.7086968421936035,0.7009444236755371,0.6107333898544312,0.7018844485282898,0.7061644792556763,0.6750777363777161,0.5872887969017029
7,0.6664546132087708,0.7144563794136047,0.7069584727287292,0.6379705667495728,0.71985924243927,0.6998564600944519,0.6367018818855286,0.6057475209236145
8,0.6940751671791077,0.738183319568634,0.7412078976631165,0.6436071395874023,0.7278349995613098,0.7164459228515625,0.6487011313438416,0.6353269219398499
9,0.7000694274902344,0.7414398789405823,0.7454213500022888,0.6580466032028198,0.7449590563774109,0.7295317053794861,0.6728314161300659,0.6630417704582214
10,0.6830887794494629,0.7307380437850952,0.7331376075744629,0.6422381401062012,0.7361470460891724,0.7178861498832703,0.6860266327857971,0.6790952086448669
11,0.6824576258659363,0.7351447939872742,0.7410763502120972,0.6169532537460327,0.7472476959228516,0.7113500833511353,0.6827051043510437,0.6249855160713196
12,0.7021653056144714,0.7260870337486267,0.7307971715927124,0.6624129414558411,0.7439888715744019,0.717592716217041,0.6712395548820496,0.6538168787956238
13,0.7176550030708313,0.7248796224594116,0.7274994254112244,0.6869433522224426,0.7503923177719116,0.7117593884468079,0.6656952500343323,0.6934201121330261
14,0.7151870131492615,0.7349057197570801,0.7365822792053223,0.6768973469734192,0.7543735504150391,0.7156071066856384,0.6609570384025574,0.6983491778373718
15,0.7122771143913269,0.7282471656799316,0.7337689995765686,0.6807668805122375,0.7615819573402405,0.7112390398979187,0.6670437455177307,0.6975725293159485
16,0.7218417525291443,0.7396410703659058,0.7414245009422302,0.6917045712471008,0.7600382566452026,0.7292771339416504,0.6736734509468079,0.7089890241622925
17,0.7209807634353638,0.748745858669281,0.7523148655891418,0.6962229013442993,0.7585212588310242,0.7333688139915466,0.6707515716552734,0.7278398275375366
18,0.7134250998497009,0.7602497339248657,0.7644370198249817,0.6740439534187317,0.752318799495697,0.746944785118103,0.6739596724510193,0.7126427292823792
19,0.7155629992485046,0.7600637674331665,0.7642885446548462,0.6784346699714661,0.753479540348053,0.7469016313552856,0.6696299910545349,0.686306893825531
20,0.7155554890632629,0.7554914355278015,0.7591556310653687,0.6841056942939758,0.748253345489502,0.7462641596794128,0.6693844199180603,0.6740007996559143
21,0.7434541583061218,0.7665793299674988,0.770614743232727,0.7142978310585022,0.7614785432815552,0.7516220211982727,0.6729359030723572,0.7384937405586243
22,0.7334769368171692,0.7640315294265747,0.7656563520431519,0.7040227651596069,0.7629922032356262,0.7493593096733093,0.6759429574012756,0.726245105266571
23,0.7363935708999634,0.7647644281387329,0.7676014304161072,0.6990227699279785,0.7632529139518738,0.7469033002853394,0.6759724020957947,0.718373715877533
24,0.7297118902206421,0.7638400793075562,0.7667451500892639,0.6808911561965942,0.7618180513381958,0.7462537884712219,0.6728310585021973,0.7010677456855774
25,0.7191349267959595,0.763035237789154,0.7666500806808472,0.6773428320884705,0.7523849606513977,0.7495866417884827,0.671397864818573,0.7026463747024536
26,0.7224127054214478,0.7648476362228394,0.7669005393981934,0.6779349446296692,0.7489913702011108,0.748511791229248,0.6682400107383728,0.6792224049568176
27,0.7153716087341309,0.7638211846351624,0.7657371759414673,0.6795437932014465,0.7457568049430847,0.7480555772781372,0.6666268110275269,0.7084173560142517
28,0.7371258735656738,0.7656012773513794,0.7658734321594238,0.7015498280525208,0.7591046094894409,0.748468279838562,0.668633759021759,0.7322556376457214
29,0.7325947880744934,0.7606353759765625,0.7611414790153503,0.704217255115509,0.7599453330039978,0.7486535310745239,0.6673884391784668,0.7190041542053223
30,0.7151713967323303,0.7549811601638794,0.7573933601379395,0.6900674700737,0.7586623430252075,0.7467628121376038,0.6695858836174011,0.7111076712608337
31,0.7189330458641052,0.7592955231666565,0.7614225149154663,0.6935277581214905,0.7573388814926147,0.748975396156311,0.6679746508598328,0.7248486876487732
32,0.7299745678901672,0.7651787996292114,0.7661259770393372,0.6965364813804626,0.7648625373840332,0.7499447464942932,0.6706139445304871,0.719342827796936
33,0.737758994102478,0.7681557536125183,0.769307553768158,0.6988929510116577,0.7602866291999817,0.7536817193031311,0.6723383069038391,0.7126577496528625
34,0.7213530540466309,0.7653564810752869,0.7662187814712524,0.6864741444587708,0.7573748230934143,0.7554596662521362,0.6727198362350464,0.7125194668769836
35,0.7169361710548401,0.7645721435546875,0.7647803425788879,0.679111659526825,0.7522515654563904,0.7556225061416626,0.6736719012260437,0.6910589337348938
36,0.7167539596557617,0.7626034021377563,0.7630917429924011,0.6839814782142639,0.7506583333015442,0.7534254193305969,0.6733554005622864,0.6805146932601929
37,0.7061804533004761,0.7614958882331848,0.7594974637031555,0.6700485944747925,0.7469349503517151,0.7543851137161255,0.6710128784179688,0.673225462436676
38,0.7022824883460999,0.7576800584793091,0.7578189969062805,0.674248993396759,0.7457811236381531,0.7541375756263733,0.671396791934967,0.6903806328773499
39,0.6878851652145386,0.7537683248519897,0.753071665763855,0.6700530648231506,0.7395816445350647,0.7545244097709656,0.6708243489265442,0.7066044807434082
40,0.6918122172355652,0.7597309947013855,0.7603720426559448,0.6683577299118042,0.7537761330604553,0.754180908203125,0.6727558374404907,0.7187634110450745
41,0.7194864153862,0.7658076882362366,0.7665300369262695,0.6899228692054749,0.7573752999305725,0.754008948802948,0.6720501780509949,0.7192237973213196
42,0.7289866209030151,0.7676728963851929,0.7683653831481934,0.701285183429718,0.7703319191932678,0.755207896232605,0.6721415519714355,0.7262650728225708
43,0.7321324944496155,0.7651800513267517,0.766191840171814,0.7117033004760742,0.7737287878990173,0.7551109194755554,0.6711164116859436,0.740626335144043
44,0.7299872040748596,0.7667608261108398,0.7663446664810181,0.7075786590576172,0.7758421897888184,0.7547467947006226,0.6722264289855957,0.7346154451370239
45,0.729687511920929,0.7685331702232361,0.7676378488540649,0.7059292197227478,0.7708434462547302,0.7555697560310364,0.6747002005577087,0.7331419587135315
46,0.7312889099121094,0.7698092460632324,0.7699899673461914,0.7070929408073425,0.7762175798416138,0.7559680938720703,0.6755663752555847,0.7331742644309998
47,0.7264862060546875,0.7643342614173889,0.7653912305831909,0.7079361081123352,0.7747125625610352,0.7554397583007812,0.6744276881217957,0.737467885017395
48,0.7278688549995422,0.7589295506477356,0.7593767046928406,0.715556800365448,0.7805042862892151,0.7547359466552734,0.6765309572219849,0.7520524859428406
49,0.7361331582069397,0.7606653571128845,0.7602152824401855,0.7163681387901306,0.7768900990486145,0.7552072405815125,0.6783730387687683,0.7496190071105957
50,0.7298666834831238,0.7579269409179688,0.7571197748184204,0.7162525057792664,0.7708613276481628,0.7555250525474548,0.6778896450996399,0.7506130933761597
51,0.7278822064399719,0.7561735510826111,0.7558536529541016,0.7163416743278503,0.7680135369300842,0.7543808221817017,0.678446352481842,0.7377504706382751
52,0.7290109395980835,0.7547315359115601,0.7546051740646362,0.7215835452079773,0.7665744423866272,0.7531983256340027,0.6780920624732971,0.7355780601501465
53,0.7303422093391418,0.7586769461631775,0.7591536641120911,0.7197521924972534,0.760699450969696,0.754496157169342,0.6778275370597839,0.734237015247345
54,0.721126139163971,0.7623291015625,0.7630738615989685,0.7091732621192932,0.7581779360771179,0.7579177618026733,0.679189145565033,0.7348085641860962
55,0.7295987010002136,0.7644686698913574,0.764232337474823,0.7153248190879822,0.759446918964386,0.7593024373054504,0.6798291802406311,0.746873676776886
56,0.7445892095565796,0.7678266167640686,0.7673881649971008,0.722725510597229,0.7658830881118774,0.7603611350059509,0.6796182990074158,0.7467809915542603
57,0.7399773001670837,0.7656901478767395,0.765646755695343,0.7156522870063782,0.7661328315734863,0.7599920630455017,0.68073570728302,0.7444368600845337
58,0.7370367646217346,0.7669804692268372,0.7665433883666992,0.7144505381584167,0.7682755589485168,0.7604535222053528,0.6820518374443054,0.7483068704605103
59,0.7341989278793335,0.7691544890403748,0.768018901348114,0.7107521891593933,0.7663617730140686,0.7623368501663208,0.6817830204963684,0.751187264919281
60,0.7328795790672302,0.7715884447097778,0.7715032696723938,0.7069493532180786,0.769847571849823,0.7624419927597046,0.6807430982589722,0.7461576461791992
61,0.7356442809104919,0.7713260650634766,0.7715417146682739,0.7082267999649048,0.768903374671936,0.7623395323753357,0.6808043122291565,0.7379177212715149
62,0.736346423625946,0.7715181708335876,0.7719799876213074,0.7083792090415955,0.7683728933334351,0.76205974817276,0.6811378598213196,0.7253112196922302
63,0.7361180186271667,0.769585907459259,0.7691770792007446,0.7068845629692078,0.7696786522865295,0.7611087560653687,0.6816955208778381,0.7286995053291321
64,0.729515552520752,0.7677655816078186,0.7670405507087708,0.7011052370071411,0.7670259475708008,0.7605528235435486,0.6816850304603577,0.7242638468742371
65,0.7246741056442261,0.7690523266792297,0.7686282396316528,0.6982056498527527,0.7663558125495911,0.7613726854324341,0.6827360987663269,0.7283504605293274
66,0.7252310514450073,0.7651097178459167,0.7641687393188477,0.7034939527511597,0.7659295201301575,0.7601533532142639,0.6823631525039673,0.7419827580451965
67,0.7313352823257446,0.7669310569763184,0.7667607069015503,0.7060437202453613,0.7671607136726379,0.7607203125953674,0.6823473572731018,0.7423648834228516
68,0.7318347096443176,0.7693252563476562,0.7695532441139221,0.7038872838020325,0.7670718431472778,0.7611308693885803,0.6821475625038147,0.7378716468811035
69,0.7315369844436646,0.7704065442085266,0.7699119448661804,0.702118992805481,0.767214298248291,0.7629984021186829,0.6835743188858032,0.7352672815322876
70,0.7330771684646606,0.7719573378562927,0.7712889909744263,0.7025665044784546,0.767299234867096,0.7633219361305237,0.6836060881614685,0.7362452745437622
