epoch,RGBVI,WI,ExB,COM,GreenCoverage,bn,IPCA,NDI
1,0.599753737449646,0.64779132604599,0.5619509816169739,0.5739743113517761,0.6143061518669128,0.6316471099853516,0.7666739821434021,0.5945450663566589
2,0.23206579685211182,0.2780373692512512,0.24830688536167145,0.219741553068161,0.2291349619626999,0.34482043981552124,0.6756506562232971,0.22278232872486115
3,0.09168676286935806,0.10962378233671188,0.11200839281082153,0.09918041527271271,0.08036959171295166,0.21005652844905853,0.6661721467971802,0.08599875867366791
4,0.08764881640672684,0.10803122818470001,0.1095757707953453,0.09301158040761948,0.07576277107000351,0.20779064297676086,0.6705811619758606,0.08272570371627808
5,0.08044565469026566,0.1016121506690979,0.10361898690462112,0.08539115637540817,0.06886950880289078,0.2027314156293869,0.645386278629303,0.07643427699804306
6,0.072904571890831,0.0948442742228508,0.09634938091039658,0.07784019410610199,0.06349149346351624,0.19750723242759705,0.6832292675971985,0.0702870786190033
7,0.06333868950605392,0.08728795498609543,0.08830797672271729,0.06728459149599075,0.05637137219309807,0.1968202292919159,0.6171169281005859,0.0619104765355587
8,0.05191680043935776,0.08805228024721146,0.08866902440786362,0.05567095801234245,0.050803836435079575,0.19950591027736664,0.725025475025177,0.050357021391391754
9,0.02835407294332981,0.05906667187809944,0.059299517422914505,0.032484136521816254,0.0339704267680645,0.17241837084293365,0.5524761080741882,0.030663831159472466
10,0.016560178250074387,0.04423899203538895,0.044164616614580154,0.022107908502221107,0.027874112129211426,0.15582965314388275,0.5366076827049255,0.01724468171596527
11,0.01535196602344513,0.037873804569244385,0.03822139650583267,0.017522847279906273,0.022213583812117577,0.1612715721130371,0.45277443528175354,0.014157271943986416
12,0.01308220624923706,0.033966757357120514,0.03330443426966667,0.014670009724795818,0.018201617524027824,0.1240203008055687,0.44714072346687317,0.01427507121115923
13,0.013413576409220695,0.03403561934828758,0.03485768660902977,0.014216137118637562,0.019441531971096992,0.1269761472940445,0.44147831201553345,0.012713509611785412
14,0.013366945087909698,0.030422236770391464,0.03138449415564537,0.014741314575076103,0.018391547724604607,0.12101604044437408,0.42416688799858093,0.014265752397477627
15,0.011982947587966919,0.030667288228869438,0.03209195286035538,0.013115108013153076,0.01619669236242771,0.11553221940994263,0.4529525339603424,0.011527521535754204
16,0.012352104298770428,0.02892133966088295,0.02921346202492714,0.01327850017696619,0.016313357278704643,0.11954527348279953,0.3857824206352234,0.012799126096069813
17,0.012361711822450161,0.032371167093515396,0.03108411654829979,0.014640442095696926,0.01890634186565876,0.10923150926828384,0.38428375124931335,0.01259707473218441
